areacd,d_or_o
E00001603,2
E00016060,1
E00189890,1
E00013949,1
E00138537,0
E00133196,0
E00168527,1
E00017509,2
E00013584,1
E00036036,1
E00082980,2
E00127201,0
E00151358,2
E00094014,2
E00146265,1
E00073900,1
E00016491,2
E00168511,1
E00133211,2
E00168508,0
E00114566,0
E00006721,1
E00077903,0
E00085060,1
E00114563,2
E00110252,0
E00114560,1
E00016074,0
E00168477,0
E00016288,1
E00121065,0
E00104060,2
E00077277,2
E00107879,2
E00006719,1
E00016299,1
E00186265,0
E00020662,1
E00025021,0
E00085081,1
E00077289,1
E00190478,1
E00016194,2
E00167864,0
E00167865,0
E00093132,0
E00016293,0
E00082447,0
E00155340,2
E00086695,0
E00016326,2
E00122678,0
E00138813,2
E00121417,1
E00012120,1
E00012118,0
E00094469,1
E00126524,0
E00016465,1
E00091950,1
E00128940,1
E00073862,0
E00019563,2
E00126006,1
E00030809,0
E00155365,1
E00072836,0
E00188534,0
E00073960,2
E00126001,2
E00139035,1
E00019356,2
E00087049,0
E00087048,2
E00110206,2
E00128920,1
E00133136,0
E00187279,2
E00167882,1
E00133139,1
E00146164,1
E00024735,2
E00072805,0
E00167915,2
E00047975,1
E00023609,1
E00184863,1
E00167919,1
E00167920,2
E00023828,2
E00084228,0
E00033344,1
E00187456,0
E00127208,0
E00133111,0
E00102136,1
E00129159,2
E00014691,2
E00016334,2
E00019557,2
E00120522,1
E00016332,0
E00012804,0
E00121633,0
E00016329,1
E00015234,1
E00145567,2
E00127212,1
E00127215,0
E00087905,1
E00167900,1
E00003112,2
E00150822,0
E00024210,2
E00085524,1
E00187625,0
E00092954,1
E00137503,2
E00031977,1
E00082275,1
E00090541,1
E00131070,1
E00154702,1
E00127216,2
E00142365,0
E00102142,1
E00001695,1
E00014021,0
E00016519,0
E00045624,1
E00015771,2
E00154659,2
E00033359,2
E00154662,1
E00134574,0
E00187364,2
E00129013,2
E00154669,1
E00122574,0
E00033316,2
E00154675,1
E00075191,0
E00154679,2
E00064122,1
E00186380,2
E00064120,2
E00167707,2
E00090470,1
E00051342,2
E00132844,1
E00154736,0
E00132919,1
E00090552,2
E00184746,2
E00150712,2
E00126122,1
E00085422,0
E00087894,2
E00087874,0
E00087876,2
E00087892,2
E00132898,2
E00016588,1
E00155589,1
E00089030,2
E00091794,2
E00075148,2
E00015073,1
E00015072,0
E00119945,0
E00096098,2
E00088195,2
E00085287,0
E00031199,2
E00087877,2
E00119938,1
E00167749,2
E00167750,2
E00145450,2
E00076027,1
E00121709,2
E00091982,2
E00074342,1
E00031185,2
E00046050,1
E00188360,2
E00154955,1
E00167775,0
E00133283,0
E00019348,0
E00032100,1
E00023746,0
E00146624,0
E00126943,1
E00150401,1
E00126940,1
E00144341,2
E00153695,2
E00184816,0
E00043262,1
E00088055,2
E00126938,0
E00090488,0
E00085261,0
E00153683,2
E00121647,2
E00072734,0
E00077338,1
E00084674,0
E00190234,1
E00031531,2
E00121951,2
E00013671,2
E00106856,0
E00096108,1
E00141695,0
E00096109,1
E00001549,1
E00096112,0
E00128834,2
E00014063,0
E00074248,1
E00140766,0
E00006897,0
E00012351,1
E00121670,2
E00126933,1
E00030689,2
E00127535,0
E00074258,1
E00090646,1
E00063080,2
E00023804,0
E00087456,1
E00190236,2
E00131405,2
E00014077,2
E00155015,0
E00188918,1
E00011327,1
E00016907,2
E00142325,1
E00119820,1
E00019251,2
E00128847,1
E00014867,0
E00006877,0
E00154983,1
E00168185,0
E00103472,2
E00084636,2
E00154987,0
E00012321,2
E00011668,0
E00029773,2
E00024048,1
E00141750,1
E00186331,0
E00036016,0
E00033046,2
E00119858,2
E00120072,0
E00141644,1
E00120070,2
E00087460,0
E00092984,2
E00031568,0
E00140827,1
E00087206,2
E00120064,1
E00030859,1
E00075725,0
E00126977,2
E00015394,0
E00132284,1
E00072765,0
E00043282,2
E00012330,1
E00087232,2
E00129620,0
E00031096,1
E00021112,2
E00189464,2
E00072535,2
E00014404,0
E00014913,0
E00016781,0
E00077596,1
E00077595,0
E00085814,2
E00063077,1
E00090612,0
E00126047,2
E00094174,1
E00077589,0
E00031176,2
E00148080,2
E00185881,1
E00015569,0
E00019874,2
E00083738,2
E00138630,0
E00084370,2
E00186761,1
E00091525,0
E00015213,2
E00136361,1
E00085252,1
E00019460,0
E00085830,1
E00093873,2
E00136577,1
E00094164,0
E00119859,1
E00083434,2
E00168797,1
E00155491,0
E00015343,2
E00003126,2
E00024195,2
E00087183,1
E00123550,2
E00121581,2
E00188459,2
E00090438,0
E00092973,0
E00077570,0
E00083496,0
E00030115,2
E00026674,0
E00015219,0
E00143770,1
E00130824,2
E00026675,0
E00045720,1
E00154891,1
E00011415,0
E00093880,2
E00077574,1
E00140716,0
E00121583,2
E00114766,1
E00129208,2
E00013599,2
E00010004,2
E00138391,0
E00138392,0
E00138393,0
E00114767,0
E00011354,2
E00018414,1
E00009992,0
E00189357,1
E00084525,0
E00153247,1
E00016738,2
E00126574,1
E00031920,2
E00020248,0
E00012316,2
E00120560,2
E00092962,0
E00120141,2
E00033097,0
E00075820,1
E00010026,2
E00084534,2
E00084533,1
E00136608,0
E00030089,2
E00073127,1
E00010018,1
E00078118,1
E00016668,0
E00090951,2
E00134433,1
E00013580,1
E00013581,2
E00018843,0
E00129146,1
E00134439,1
E00138435,0
E00134440,2
E00074008,2
E00074007,0
E00128359,0
E00184994,2
E00055857,2
E00055852,0
E00181573,1
E00120101,1
E00120113,2
E00126071,1
E00128374,1
E00114260,2
E00031348,1
E00009985,1
E00088371,1
E00085736,1
E00187336,0
E00019336,2
E00141929,2
E00126054,1
E00073097,1
E00073096,0
E00187946,2
E00073098,0
E00086303,0
E00128223,2
E00128222,2
E00128221,2
E00019765,2
E00010566,0
E00128420,1
E00055879,1
E00034656,2
E00010092,0
E00010089,0
E00129679,1
E00126066,0
E00126065,0
E00151522,0
E00094302,2
E00146584,0
E00132047,0
E00055883,0
E00055880,0
E00033102,2
E00185895,1
E00087058,0
E00087056,2
E00128237,0
E00082868,0
E00120180,1
E00187600,2
E00139036,0
E00101283,1
E00101282,0
E00073233,1
E00073231,0
E00055838,1
E00121178,0
E00030610,0
E00185428,2
E00077482,1
E00102412,1
E00187439,0
E00073224,2
E00010106,2
E00085724,2
E00082872,0
E00120154,1
E00128484,0
E00129189,2
E00077494,0
E00073161,1
E00105088,0
E00120146,2
E00185012,0
E00086974,0
E00011800,2
E00073152,0
E00120143,0
E00187455,1
E00073147,1
E00086179,1
E00055850,2
E00082880,2
E00032117,2
E00073168,2
E00084555,2
E00045616,2
E00114269,0
E00032112,1
E00031274,1
E00145318,1
E00073179,2
E00114265,1
E00030727,1
E00084561,0
E00019342,1
E00087065,0
E00087067,1
E00030724,2
E00121228,1
E00085563,1
E00032395,0
E00128288,2
E00033083,2
E00126275,0
E00090569,0
E00140590,0
E00132514,1
E00185391,1
E00090183,1
E00072910,1
E00072911,2
E00087120,0
E00155722,0
E00033405,2
E00019938,0
E00154597,2
E00104079,2
E00096096,1
E00090024,1
E00150872,2
E00143174,2
E00094273,1
E00169443,1
E00019344,0
E00072916,0
E00085535,0
E00006506,2
E00025439,2
E00114249,1
E00184952,2
E00134568,0
E00134570,1
E00015058,0
E00082901,1
E00150330,2
E00015784,2
E00010790,0
E00091616,0
E00015781,0
E00063046,2
E00075152,0
E00073241,2
E00001033,2
E00075149,0
E00016584,0
E00075640,1
E00075639,2
E00034465,1
E00126529,1
E00184929,1
E00015070,1
E00027338,0
E00074717,1
E00015283,0
E00087114,0
E00003200,0
E00083833,2
E00087111,0
E00120971,1
E00121046,0
E00141279,1
E00092153,0
E00130913,1
E00154611,1
E00126530,2
E00147369,0
E00078106,0
E00126946,1
E00082293,2
E00084659,2
E00126945,1
E00023942,0
E00015243,0
E00154960,1
E00122549,1
E00016803,0
E00085267,1
E00154629,1
E00083831,0
E00154554,2
E00130487,1
E00181506,0
E00185537,1
E00130889,0
E00152218,2
E00092049,1
E00016647,1
E00073035,0
E00125802,2
E00075663,2
E00133918,2
E00073030,2
E00134079,2
E00107963,2
E00187478,0
E00106857,1
E00006496,2
E00010944,2
E00063056,0
E00190402,1
E00101261,0
E00014082,1
E00078892,0
E00001464,0
E00184774,1
E00015871,2
E00120204,1
E00139299,2
E00015868,2
E00015834,2
E00018826,0
E00011281,2
E00169352,0
E00187837,1
E00130927,1
E00105155,0
E00181544,1
E00184975,1
E00184973,2
E00082062,2
E00087680,2
E00030903,2
E00063095,0
E00189407,2
E00143633,1
E00152202,1
E00143634,1
E00184961,2
E00034473,0
E00019517,2
E00121261,0
E00083991,2
E00063089,0
E00121110,1
E00121109,0
E00014923,1
E00019424,0
E00019849,2
E00130414,1
E00187013,0
E00151781,0
E00010143,1
E00014481,0
E00106862,0
E00121121,1
E00144649,1
E00121117,0
E00086887,1
E00019802,0
E00025525,1
E00187390,1
E00150040,2
E00030894,0
E00019807,1
E00015557,2
E00010981,0
E00083827,2
E00155017,2
E00128174,1
E00127181,2
E00047116,0
E00030751,1
E00144685,2
E00150150,1
E00129694,0
E00082689,0
E00016248,1
E00014906,2
E00121443,1
E00030219,2
E00082686,2
E00184618,0
E00155175,2
E00151463,2
E00001932,2
E00015658,0
E00030214,1
E00155492,2
E00091531,1
E00129696,2
E00032178,2
E00031169,0
E00075735,0
E00155046,2
E00082776,1
E00014976,1
E00155052,0
E00014974,0
E00155503,0
E00126831,0
E00129417,1
E00016989,2
E00155512,2
E00084073,1
E00136582,1
E00131583,2
E00074501,1
E00088088,1
E00032049,1
E00155556,2
E00155557,1
E00141211,2
E00024204,0
E00000937,1
E00104189,0
E00019660,2
E00091978,1
E00030479,0
E00155565,0
E00024716,0
E00014971,0
E00014969,2
E00089678,2
E00098812,1
E00155550,2
E00046451,1
E00015552,1
E00091849,0
E00000930,1
E00090925,0
E00030713,0
E00014206,1
E00189405,2
E00155542,2
E00025244,0
E00131570,0
E00114389,0
E00155547,1
E00114388,0
E00083763,0
E00033880,0
E00155490,1
E00014202,2
E00134292,0
E00134294,1
E00030477,1
E00155425,2
E00155426,2
E00014965,0
E00126611,2
E00121315,1
E00134301,1
E00031897,1
E00014960,2
E00014959,0
E00155437,2
E00134263,2
E00134264,2
E00168832,2
E00134266,2
E00120565,0
E00016276,0
E00134265,1
E00120925,1
E00031895,1
E00001920,0
E00009766,0
E00089773,2
E00081846,0
E00085002,0
E00016285,2
E00031818,0
E00075322,0
E00083532,0
E00083811,1
E00014545,0
E00011605,2
E00023867,2
E00092642,2
E00125893,2
E00023865,1
E00014559,1
E00125767,1
E00083792,2
E00126584,1
E00126589,0
E00083537,2
E00014553,2
E00014552,0
E00133587,0
E00129670,1
E00074646,1
E00083787,0
E00126905,0
E00076243,0
E00074643,1
E00155487,0
E00014531,2
E00083795,1
E00190226,2
E00185192,0
E00104055,2
E00101277,0
E00031902,2
E00134319,2
E00063482,0
E00130566,0
E00123829,1
E00188438,2
E00015274,0
E00087365,0
E00063476,0
E00189398,0
E00003149,0
E00063473,2
E00063472,0
E00128468,0
E00063470,0
E00129703,2
E00128464,1
E00063483,0
E00114437,0
E00121130,1
E00010992,2
E00126930,2
E00126928,0
E00128473,0
E00128461,0
E00121336,1
E00090596,0
E00134161,1
E00015943,1
E00144920,2
E00185198,0
E00009723,2
E00001771,1
E00106778,2
E00083631,0
E00114441,1
E00003146,2
E00091965,0
E00001781,1
E00020936,2
E00155662,2
E00102133,1
E00035050,2
E00084130,0
E00090149,0
E00184756,2
E00185627,1
E00015946,0
E00075394,1
E00001784,2
E00128439,1
E00075283,0
E00043431,0
E00181635,1
E00189377,0
E00009718,2
E00185170,2
E00014604,0
E00121342,0
E00087367,0
E00155738,0
E00135617,1
E00168990,2
E00075280,0
E00014598,1
E00155741,1
E00144734,1
E00187813,2
E00001453,0
E00127763,0
E00055817,2
E00155733,1
E00084093,1
E00155732,0
E00128694,1
E00186679,0
E00025466,2
E00073931,2
E00151840,1
E00185390,1
E00094460,1
E00031147,0
E00084911,1
E00150882,2
E00145555,0
E00155725,0
E00121475,1
E00169095,0
E00121474,1
E00096095,2
E00077973,1
E00154673,1
E00169106,0
E00155654,2
E00143153,1
E00084897,2
E00084896,1
E00186980,0
E00121455,0
E00187157,2
E00018993,0
E00084203,1
E00143167,0
E00075160,0
E00019734,2
E00075658,0
E00155605,2
E00014495,2
E00063281,2
E00081969,2
E00020528,2
E00150720,1
E00015062,1
E00187665,0
E00087845,2
E00075153,0
E00031483,2
E00124095,1
E00105144,2
E00168908,2
E00155581,2
E00151852,0
E00030582,2
E00075578,0
E00046039,1
E00129929,2
E00075574,1
E00075573,1
E00098825,2
E00155611,2
E00121447,0
E00103208,1
E00125840,0
E00001172,1
E00131683,1
E00055790,2
E00103206,0
E00015125,2
E00130916,2
E00152225,0
E00023944,2
E00001570,1
E00190257,2
E00103637,2
E00142311,0
E00142286,2
E00016806,1
E00102115,2
E00129611,0
E00121451,1
E00001933,1
E00075233,0
E00141023,0
E00155617,0
E00043090,1
E00185314,1
E00142280,1
E00140863,2
E00009750,0
E00142283,2
E00032090,2
E00140866,2
E00155624,1
E00075709,0
E00014348,1
E00140874,1
E00103793,2
E00055807,1
E00168977,1
E00168978,2
E00168979,1
E00015874,1
E00119778,1
E00119776,0
E00143053,2
E00031207,1
E00015872,2
E00031267,1
E00010162,2
E00105107,1
E00151760,0
E00047103,1
E00139857,0
E00120975,0
E00187026,2
E00147196,0
E00011869,0
E00082065,0
E00011870,2
E00143130,1
E00154974,2
E00092353,0
E00137405,0
E00188137,0
E00151784,0
E00083035,2
E00073247,2
E00143138,1
E00082049,2
E00018488,1
E00146898,0
E00092362,2
E00184810,1
E00019748,0
E00140935,1
E00020813,1
E00122094,2
E00155153,0
E00075669,1
E00075668,1
E00019897,1
E00121107,1
E00189336,2
E00132067,2
E00129775,0
E00123937,1
E00030821,1
E00030749,1
E00051680,0
E00075698,1
E00123936,0
E00079272,0
E00029782,2
E00151335,1
E00087685,0
E00155154,0
E00075693,1
E00186754,2
E00093986,1
E00020601,1
E00014798,1
E00031462,2
E00121118,2
E00141164,2
E00083736,0
E00077202,0
E00086933,1
E00011285,2
E00014110,2
E00121986,0
E00084927,2
E00085241,1
E00104046,0
E00148078,0
E00012383,2
E00133770,2
E00155110,0
E00187527,2
E00155040,2
E00125537,1
E00030218,2
E00155511,1
E00020628,0
E00123939,0
E00030249,0
E00155049,1
E00151447,1
E00092732,1
E00085831,1
E00130611,0
E00150585,1
E00084363,1
E00032292,2
E00126740,2
E00190374,2
E00015636,2
E00190452,0
E00138624,2
E00012767,2
E00120602,1
E00187522,0
E00012142,2
E00086103,0
E00155028,0
E00120219,1
E00075450,1
E00030270,1
E00145081,2
E00155033,0
E00120247,1
E00085214,0
E00085212,1
E00013444,0
E00151506,1
E00075425,0
E00187517,2
E00013452,2
E00094403,2
E00075422,0
E00075421,0
E00091484,2
E00015083,0
E00075451,2
E00084471,2
E00121360,1
E00082922,1
E00030275,2
E00122687,1
E00126883,2
E00121367,0
E00130219,1
E00091480,2
E00090203,1
E00020024,0
E00014704,2
E00091481,0
E00033853,0
E00013419,2
E00186781,1
E00149209,0
E00121362,1
E00023621,2
E00127200,0
E00012780,0
E00019900,2
E00019726,0
E00088067,0
E00073892,1
E00033183,2
E00155086,0
E00033120,1
E00075293,1
E00085866,2
E00186806,0
E00013370,2
E00121436,0
E00149993,1
E00016492,0
E00001897,2
E00017501,0
E00012774,1
E00016490,1
E00030267,2
E00085064,1
E00016487,1
E00045548,0
E00108730,1
E00151328,0
E00151330,2
E00142069,2
E00023606,0
E00132686,2
E00016072,1
E00094011,0
E00154735,2
E00079324,1
E00013932,0
E00121309,2
E00128373,0
E00090384,1
E00122731,0
E00129698,2
E00077294,0
E00093797,0
E00188433,0
E00085838,1
E00025079,1
E00015087,0
E00012822,1
E00091783,2
E00023597,1
E00082965,1
E00187339,0
E00000916,2
E00016468,0
E00082967,1
E00086690,2
E00085428,0
E00082974,1
E00153452,1
E00013768,2
E00016695,1
E00016358,1
E00082970,2
E00155382,2
E00128202,2
E00153095,1
E00001072,1
E00190307,1
E00184880,1
E00120533,1
E00013861,1
E00186794,0
E00106780,2
E00130691,1
E00014296,2
E00084119,2
E00016699,2
E00078300,0
E00137439,2
E00138870,1
E00140558,1
E00150829,2
E00126010,0
E00014733,1
E00120534,2
E00140564,1
E00016547,1
E00186696,0
E00133116,1
E00017531,0
E00121166,1
E00026212,0
E00137491,0
E00146142,2
E00089628,1
E00084550,2
E00084549,1
E00020727,0
E00019503,0
E00121339,0
E00031301,0
E00024218,0
E00043218,2
E00016119,0
E00090872,2
E00086178,1
E00187452,2
E00012802,0
E00094048,2
E00020641,0
E00155202,2
E00013833,2
E00150815,1
E00131058,2
E00105139,0
E00016553,0
E00147969,1
E00016341,0
E00184908,1
E00128068,0
E00073911,0
E00019473,1
E00128065,1
E00091538,2
E00127224,2
E00084297,0
E00131091,0
E00073935,0
E00186206,1
E00139931,2
E00092401,2
E00188128,0
E00094207,1
E00128956,2
E00128284,1
E00081819,1
E00015768,1
E00031139,1
E00031138,0
E00127765,2
E00084095,1
E00134573,0
E00015129,0
E00155726,1
E00084902,0
E00075190,0
E00025060,0
E00155241,0
E00150878,0
E00091990,0
E00150880,2
E00019729,2
E00155248,0
E00125925,0
E00010982,2
E00011460,1
E00184888,1
E00034681,0
E00153671,1
E00090473,0
E00150717,1
E00119918,0
E00138767,2
E00138769,1
E00015778,0
E00075154,0
E00089528,1
E00145592,0
E00128980,0
E00140972,0
E00043480,1
E00075176,1
E00186396,1
E00084288,1
E00031198,0
E00015267,2
E00094446,2
E00015263,1
E00142289,0
E00185457,0
E00121712,1
E00121711,0
E00094451,2
E00034802,1
E00093883,2
E00129603,0
E00187662,2
E00090752,2
E00127747,0
E00084475,1
E00126947,0
E00129896,0
E00016416,1
E00014824,1
E00102117,2
E00142302,1
E00023941,2
E00142287,1
E00126466,2
E00012750,1
E00014818,0
E00016802,2
E00187212,2
E00126481,1
E00085263,1
E00085262,2
E00120376,2
E00015259,2
E00130489,0
E00074241,0
E00025109,2
E00185818,2
E00155620,1
E00075279,2
E00075581,1
E00081835,1
E00129295,2
E00150743,1
E00142337,2
E00121687,2
E00017580,2
E00138202,0
E00138203,1
E00142341,0
E00019073,1
E00190401,0
E00084645,1
E00082669,2
E00075228,1
E00122399,2
E00120206,2
E00123730,0
E00134076,2
E00130825,0
E00032369,0
E00155141,0
E00155147,0
E00023741,1
E00104086,1
E00033025,0
E00074345,0
E00140765,1
E00094184,2
E00000878,1
E00120189,2
E00033027,0
E00102107,0
E00015186,0
E00084641,2
E00084640,2
E00126936,1
E00075772,1
E00051705,1
E00120494,2
E00128842,2
E00155122,2
E00074659,2
E00129235,2
E00030906,0
E00154991,2
E00084974,1
E00188634,1
E00013566,2
E00121999,2
E00083965,1
E00130399,0
E00151778,0
E00187824,0
E00075665,0
E00092352,2
E00010660,0
E00001566,1
E00132753,2
E00013395,0
E00051683,1
E00121181,0
E00020219,1
E00126976,2
E00029771,1
E00030843,1
E00072764,0
E00128355,0
E00121125,2
E00083729,2
E00015308,2
E00030526,0
E00078132,0
E00155159,1
E00122730,0
E00129695,1
E00031865,2
E00020742,2
E00130633,2
E00020503,0
E00001318,1
E00075747,2
E00144659,1
E00122647,2
E00092977,2
E00085239,1
E00075463,0
E00186296,0
E00030217,2
E00155569,0
E00093394,0
E00075736,2
E00129021,1
E00155041,0
E00130159,2
E00085833,1
E00187884,1
E00016993,1
E00155050,1
E00018853,1
E00083437,1
E00031173,2
E00023818,1
E00188476,0
E00189855,1
E00019447,1
E00020232,0
E00104179,0
E00020787,0
E00019225,1
E00189323,0
E00020623,2
E00086888,0
E00077571,2
E00136575,1
E00013546,2
E00130678,1
E00077192,2
E00130820,0
E00094180,1
E00085778,1
E00120217,1
E00011422,0
E00090921,2
E00085776,2
E00123555,1
E00153177,1
E00001506,1
E00189154,1
E00085785,1
E00121585,0
E00092967,2
E00188371,0
E00129662,2
E00016742,2
E00012371,0
E00013601,0
E00188370,2
E00085796,2
E00032367,0
E00120963,0
E00120152,2
E00016662,1
E00018412,0
E00075804,2
E00013707,1
E00120562,0
E00073138,2
E00033878,0
E00013700,0
E00075819,1
E00000994,2
E00123544,1
E00014962,0
E00030093,1
E00140693,2
E00136606,1
E00015416,1
E00092424,1
E00186681,1
